SCHOOLNAME,STATE,BOARD
Government Girls Senior Secondary School Sector-20b - Chandigarh,CHANDIGARH,CBSE
Government Girls Senior Secondary School Sector-23a - Chandigarh,CHANDIGARH,CBSE
Government High School Behlana - Chandigarh,CHANDIGARH,CBSE
Government High School Colony No 4 Industrial Area - Chandigarh,CHANDIGARH,CBSE
Government High School Dadu Majra - Chandigarh,CHANDIGARH,CBSE
Government High School Daria - Chandigarh,CHANDIGARH,CBSE
Government High School Hallomajra - Chandigarh,CHANDIGARH,CBSE
Government High School Kadamewala - Chandigarh,CHANDIGARH,CBSE
Government High School Karsan - Chandigarh,CHANDIGARH,CBSE
Government High School Khajheri - Chandigarh,CHANDIGARH,CBSE
Government High School Lahora - Chandigarh,CHANDIGARH,CBSE
Government High School Mani Majra - Chandigarh,CHANDIGARH,CBSE
Government High School Mauli - Chandigarh,CHANDIGARH,CBSE
Government High School Mauli Colony - Chandigarh,CHANDIGARH,CBSE
Government High School Raipur Khurd - Chandigarh,CHANDIGARH,CBSE
Government High School Sarangpur - Chandigarh,CHANDIGARH,CBSE
Government High School Sector - 31 - Chandigarh,CHANDIGARH,CBSE
Government High School Sector -32 D - Chandigarh,CHANDIGARH,CBSE
Government High School Sector 11a - Chandigarh,CHANDIGARH,CBSE
Government High School Sector 24 A - Chandigarh,CHANDIGARH,CBSE
Government High School Sector 30a - Chandigarh,CHANDIGARH,CBSE
Government High School Sector 38b - Chandigarh,CHANDIGARH,CBSE
Government High School Sector 46 - Chandigarh,CHANDIGARH,CBSE
Government High School Sector 47 A - Chandigarh,CHANDIGARH,CBSE
Government High School Sector 7c - Chandigarh,CHANDIGARH,CBSE
Government High School Sector-22c - Chandigarh,CHANDIGARH,CBSE
Government High School Sector-26 T M - Chandigarh,CHANDIGARH,CBSE
Government High School Sector-28c - Chandigarh,CHANDIGARH,CBSE
Government High School Sector-29-b - Chandigarh,CHANDIGARH,CBSE
Government High School Sector-35d - Chandigarh,CHANDIGARH,CBSE
Government High School Sector-37d - Chandigarh,CHANDIGARH,CBSE
Government High School Sector-40a - Chandigarh,CHANDIGARH,CBSE
Government High School Vill Khuda Alisher - Chandigarh,CHANDIGARH,CBSE
Government High School Village & Post Badheri - Chandigarh,CHANDIGARH,CBSE
Government Model High School Sarangpur Ut - Chandigarh,CHANDIGARH,CBSE
Government Model High School Sector 12 - Chandigarh,CHANDIGARH,CBSE
Government Model High School Sector 25 - Chandigarh,CHANDIGARH,CBSE
Government Model High School Sector 26 - Chandigarh,CHANDIGARH,CBSE
Government Model High School Sector 26 - Chandigarh,CHANDIGARH,CBSE
Government Model High School Sector 28 D - Chandigarh,CHANDIGARH,CBSE
Government Model High School Sector 38d - Chandigarh,CHANDIGARH,CBSE
Government Model High School Sector 39-c - Chandigarh,CHANDIGARH,CBSE
Government Model High School Sector 42 - Chandigarh,CHANDIGARH,CBSE
Government Model High School Sector 43 - A - Chandigarh,CHANDIGARH,CBSE
Government Model High School Sector 44 B - Chandigarh,CHANDIGARH,CBSE
Government Model High School Sector-29a - Chandigarh,CHANDIGARH,CBSE
Government Model High School Sector-34-c - Chandigarh,CHANDIGARH,CBSE
Government Model High School Sector-36d - Chandigarh,CHANDIGARH,CBSE
Government Model High School Sector-41 Badheri - Chandigarh,CHANDIGARH,CBSE
Government Model Senior School Sector 32-c - Chandigarh,CHANDIGARH,CBSE
Government Model Senior Secondary School Manimajra - Chandigarh,CHANDIGARH,CBSE
Government Model Senior Secondary School Sector 10 A - Chandigarh,CHANDIGARH,CBSE
Government Model Senior Secondary School Sector 16 - Chandigarh,CHANDIGARH,CBSE
Government Model Senior Secondary School Sector 32 C - Chandigarh,CHANDIGARH,CBSE
Government Model Senior Secondary School Sector 33d - Chandigarh,CHANDIGARH,CBSE
Government Model Senior Secondary School Sector 40 - Chandigarh,CHANDIGARH,CBSE
Government Model Senior Secondary School Sector-19c - Chandigarh,CHANDIGARH,CBSE
Government Model Senior Secondary School Sector-20 D - Chandigarh,CHANDIGARH,CBSE
Government Model Senior Secondary School Sector-21 A - Chandigarh,CHANDIGARH,CBSE
Government Model Senior Secondary School Sector-22a - Chandigarh,CHANDIGARH,CBSE
Government Model Senior Secondary School Sector-23 A - Chandigarh,CHANDIGARH,CBSE
Government Model Senior Secondary School Sector-35 D - Chandigarh,CHANDIGARH,CBSE
Government Model Senior Secondary School Sector-37b - Chandigarh,CHANDIGARH,CBSE
Government Model Senior Secondary School Sector-46 D - Chandigarh,CHANDIGARH,CBSE
St. Kabir Public School ICSE CHANDIGARH Chandigarh,CHANDIGARH,ICSE
St. Xavier's Senior Secondary School ICSE CHANDIGARH Chandigarh,CHANDIGARH,ICSE
St. Stephen's School ICSE CHANDIGARH Chandigarh,CHANDIGARH,ICSE
Tender Heart School ICSE CHANDIGARH Chandigarh,CHANDIGARH,ICSE
Strawberry Fields World School ICSE CHANDIGARH Chandigarh,CHANDIGARH,ICSE
Adarsh Vidya Bhawan. Plot No.43 I P Extension Patparganj - Delhi,DELHI,CBSE
Arunodaya Public School 1-a Industrial Area Karkardooma - Delhi,DELHI,CBSE
B R Tyagi Public School V 6 Phase-ii Budh Vihar - Delhi,DELHI,CBSE
Bachan Parshad Governmentsarvodaya Girls Senior Secon Deoli - Delhi,DELHI,CBSE
Bal Bharati Public School Pitampura - Delhi,DELHI,CBSE
Bal Bharti Public School Sector 14 Rohini - Delhi,DELHI,CBSE
Bharat National Public School Ram Vihar Karkardooma - Delhi,DELHI,CBSE
Bharat Shakti Public School J 51 Krishan Vihar - Delhi,DELHI,CBSE
Birla Vidya Niketan Pushp Vihar Sector Iv - Delhi,DELHI,CBSE
Bosco Public School Guru Harkrishan Nagar Near Paschim Vihar - Delhi,DELHI,CBSE
C L Bhalla Dayanand Model School Plot No 7 Jhandewalan - Delhi,DELHI,CBSE
Cambridge School Sriniwaspuri Ring Road - Delhi,DELHI,CBSE
Ch Jaswant Lal Public School 13/77 Punjabi Bagh - Delhi,DELHI,CBSE
"Ch Jaswant Lal Public School 13/77, Punjabi Bagh - Delhi",DELHI,CBSE
Chowgule Public School D-4 Faiz Road Karol Bagh - Delhi,DELHI,CBSE
Crescent Public School D Block Saraswati Vihar Pitampura - Delhi,DELHI,CBSE
D A V Public School Dayanand Vihar - Delhi,DELHI,CBSE
Darbari Lal D A V Model School Bn Block Shalimar Bagh - Delhi,DELHI,CBSE
Darbari Lal D A V Model Sr.secondary Sch Nd Block Vishakha Enclave Pitampura - Delhi,DELHI,CBSE
Darshan Academy Kirpal Bagh - Delhi,DELHI,CBSE
Delhi Jain Public School 12 Rly Road Palam - Delhi,DELHI,CBSE
Delhi Public School Post Box 3042 Mathura Road - Delhi,DELHI,CBSE
"Delhi Public School Sector 24 Phase Iii , Rohini - Delhi",DELHI,CBSE
Divine Happy School A-2 Paschim Vihar - Delhi,DELHI,CBSE
Doon Public School B-2 Paschim Vihar - Delhi,DELHI,CBSE
Dr Radhakrishnan International Sch C-block Defence Colony - Delhi,DELHI,CBSE
Evergreen Public School Vasundhra Enclave - Delhi,DELHI,CBSE
Flora Dale School R Pocket Dilshad Garden - Delhi,DELHI,CBSE
Fr. Agnel School Gautam Nagar - Delhi,DELHI,CBSE
Gitarattan Jindal Public School D Block Sector Vii Rohini - Delhi,DELHI,CBSE
Goodley Public School Bp-block Shalimar Bagh - Delhi,DELHI,CBSE
Government Adult Secondary School B T Block - Delhi,DELHI,CBSE
Government Boys Secondary School Bela Road Daryaganj - Delhi,DELHI,CBSE
Government Boys Secondary School D-block - Delhi,DELHI,CBSE
Government Boys Secondary School Gautam Puri - Delhi,DELHI,CBSE
Government Boys Secondary School Karampura Industrial Area - Delhi,DELHI,CBSE
Government Boys Secondary School No 3 Tughlakabad Extn - Delhi,DELHI,CBSE
Government Boys Senior Secondary School D Block - Delhi,DELHI,CBSE
Government Boys Senior Secondary School Dhaka - Delhi,DELHI,CBSE
Government Boys Senior Secondary School Dichaon Kalan - Delhi,DELHI,CBSE
Government Boys Senior Secondary School East Of Kailash - Delhi,DELHI,CBSE
Government Boys Senior Secondary School Gokalpuri - Delhi,DELHI,CBSE
Government Boys Senior Secondary School Hari Nagar Ashram - Delhi,DELHI,CBSE
Government Boys Senior Secondary School Jafrabad - Delhi,DELHI,CBSE
Government Boys Senior Secondary School Khaira - Delhi,DELHI,CBSE
Government Boys Senior Secondary School Magazine Road - Delhi,DELHI,CBSE
Government Boys Senior Secondary School Mata Sundri Road - Delhi,DELHI,CBSE
Government Boys Senior Secondary School No 2 C-block Janak Puri - Delhi,DELHI,CBSE
Government Boys Senior Secondary School No 3 Palam Enclave - Delhi,DELHI,CBSE
Government Boys Senior Secondary School No I Punjabi Bagh - Delhi,DELHI,CBSE
Government Boys Senior Secondary School No-1 Palam Village - Delhi,DELHI,CBSE
Government Boys Senior Secondary School No-1 Shakti Nagar - Delhi,DELHI,CBSE
Government Boys Senior Secondary School No-2 Lajpat Nagar (near Krishna Market) - Delhi,DELHI,CBSE
Government Boys Senior Secondary School No-2 Punjabi Bagh - Delhi,DELHI,CBSE
Government Boys Senior Secondary School No-2 Shakti Nagar - Delhi,DELHI,CBSE
Government Boys Senior Secondary School Rampura - Delhi,DELHI,CBSE
Government Boys Senior Secondary School Sarai Rohilla - Delhi,DELHI,CBSE
Government Co Edu Secondary School Neb Sarai - Delhi,DELHI,CBSE
Government Co-ed Secondary School Punjabi Basti - Delhi,DELHI,CBSE
Government Co-ed Senior Secondary School Mukhmelpur - Delhi,DELHI,CBSE
Government Co-ed Senior Secondary School Paprawat - Delhi,DELHI,CBSE
Government Coed Secondary School Sector 1 Pocket 7 Dabri Extensiondwarka - Delhi,DELHI,CBSE
Government Coed Senior Secondary School Laxmibai Nagar - Delhi,DELHI,CBSE
Government Coed Senior Secondary School Singhu - Delhi,DELHI,CBSE
Government Girls Secondary School Azad Pur Colony - Delhi,DELHI,CBSE
Government Girls Secondary School Ghumanhera - Delhi,DELHI,CBSE
Government Girls Secondary School Link Road Plot No 1 - Delhi,DELHI,CBSE
Government Girls Secondary School No 2 Chand Nagar - Delhi,DELHI,CBSE
Government Girls Secondary School Qadipur - Delhi,DELHI,CBSE
Government Girls Senior Secondary School Jharoda Kalan - Delhi,DELHI,CBSE
Government Girls Senior Secondary School New Friends Colony - Delhi,DELHI,CBSE
Government Girls Senior Secondary School No 1 Punjabi Bagh - Delhi,DELHI,CBSE
Government Girls Senior Secondary School No-1 Ram Nagar Pahar Ganj - Delhi,DELHI,CBSE
Government Girls Senior Secondary School No-1 Sect Iv Dr. Ambedkar Nagar - Delhi,DELHI,CBSE
Government Girls Senior Secondary School No-2 Najafgarh - Delhi,DELHI,CBSE
Government Girls Senior Secondary School No-3 Sarojini Nagar - Delhi,DELHI,CBSE
Government Sarvodaya Boys S S School C C Colony - Delhi,DELHI,CBSE
Government Sarvodaya Boys Senior Secondary School A-2 Block Paschim Vihar - Delhi,DELHI,CBSE
Government Sarvodaya Boys Senior Secondary School Kalyan Puri - Delhi,DELHI,CBSE
Government Sarvodaya Boys Senior Secondary School No K-block - Delhi,DELHI,CBSE
Government Sarvodaya Boys Senior Secondary School No1 Shakurpur - Delhi,DELHI,CBSE
Government Sarvodaya Boys Senior Secondary School Paharganj - Delhi,DELHI,CBSE
Government Sarvodaya Co-ed Secondary School East Punjabi Bagh - Delhi,DELHI,CBSE
Government Sarvodaya Co-ed Senior Secondary School New Multan Nagar - Delhi,DELHI,CBSE
Government Sarvodaya Co-ed Senior Secondary School New Police Lines - Delhi,DELHI,CBSE
Government Sarvodaya Girls Senior Secondary School Dhansa - Delhi,DELHI,CBSE
Government Sarvodaya Girls Senior Secondary School Kair - Delhi,DELHI,CBSE
Government Sarvodaya Girls Senior Secondary School Madan Pur Khadar - Delhi,DELHI,CBSE
Government Sarvodaya Girls Senior Secondary School Matiala - Delhi,DELHI,CBSE
Government Sarvodaya Girls Senior Secondary School No Khyala - Delhi,DELHI,CBSE
Government Sarvodaya Girls Senior Secondary School No Punjabi Bagh - Delhi,DELHI,CBSE
Government Sarvodaya Girls Senior Secondary School No Sagarpur - Delhi,DELHI,CBSE
Government Sarvodaya Girls Senior Secondary School No West Patel Nagar - Delhi,DELHI,CBSE
Government Sarvodaya Girls Senior Secondary School School No.2 East Of Kailash - Delhi,DELHI,CBSE
Governmentsarvodaya Girls Senior Secondary School Sadiq Nagar - Delhi,DELHI,CBSE
Guru Harkrishan Public School Loni Road Shahdara - Delhi,DELHI,CBSE
Guru Harkrishan Public School Road No 73 Punjabi Bagh - Delhi,DELHI,CBSE
Guru Nanak Public School Pushpanjali Enclave Pitampura - Delhi,DELHI,CBSE
Guru Nanak Public School West Avenue Punjabi Bagh - Delhi,DELHI,CBSE
Guru Nanak Public School West Avenue Punjabi Bagh - Delhi,DELHI,CBSE
Guru Teg Bahadur Public School D-1/14 Model Town - Delhi,DELHI,CBSE
Hans Raj Model School Road No 73 Punjabi Bagh - Delhi,DELHI,CBSE
Haryana Shakti Senior Secondary School Kanjhawala - Delhi,DELHI,CBSE
Holy Child Senior Secondary School Tagore Garden - Delhi,DELHI,CBSE
J D Tytler School New Rajinder Nagar Behind R Block - Delhi,DELHI,CBSE
Jain Senior Secondary School Daryaganj - Delhi,DELHI,CBSE
Jaspal Kaur Public School 'b' Paschimi - Delhi,DELHI,CBSE
K S K Academy H 117 Sangam Vihar - Delhi,DELHI,CBSE
Kendriya Vidyalaya A F S Ghoga Bawana - Delhi,DELHI,CBSE
"Kendriya Vidyalaya A.a.i , Rangpuri - Delhi",DELHI,CBSE
Kendriya Vidyalaya Andrews Ganj - Delhi,DELHI,CBSE
Kendriya Vidyalaya B S F Chhawala - Delhi,DELHI,CBSE
Kendriya Vidyalaya C-2 Janakpuri - Delhi,DELHI,CBSE
Kendriya Vidyalaya J N U Campus New Mehrauli Road - Delhi,DELHI,CBSE
Kendriya Vidyalaya N T P C Badarpur - Delhi,DELHI,CBSE
Kendriya Vidyalaya Sector 22 Rohini - Delhi,DELHI,CBSE
Kendriya Vidyalaya Sector 25 Rohini - Delhi,DELHI,CBSE
Kendriya Vidyalaya T P Block Pitam Pura - Delhi,DELHI,CBSE
Kerala Education Society School Mayur Vihar Phase Iii - Delhi,DELHI,CBSE
Kerala Education Society School Sector Viii R K Puram - Delhi,DELHI,CBSE
Kerala Education Society Senior Secondary School Canning Road - Delhi,DELHI,CBSE
Kerala School M Block Vikaspuri - Delhi,DELHI,CBSE
Laxmi Public Senior Secondary School M 83-85 Near Jagat Ram Park Laxmi Nagar - Delhi,DELHI,CBSE
Lilawati Vidya Mandir Senior Secondary School Near Railway Crossing 2 Shakti Nagar - Delhi,DELHI,CBSE
Little Flower's Public Senior Secondary School Shivaji Park Shahdara - Delhi,DELHI,CBSE
Lovely Public Senior Secondary School 251 New Layal Pur - Delhi,DELHI,CBSE
M C L Saraswati Bal Mandir L-block Hari Nagar - Delhi,DELHI,CBSE
Mahavir Senior Model School Sangam Park Extn - Delhi,DELHI,CBSE
Mamta Modern Senior Secondary School Vikaspuri - Delhi,DELHI,CBSE
Mann Public School Holambi Khurd Village - Delhi,DELHI,CBSE
Mata Jai Kaur Public School Ashok Vihar Phase Iii - Delhi,DELHI,CBSE
Mayur Public School Behind Mother Diary I P Extn. - Delhi,DELHI,CBSE
Merry International Public School Block H-19 Sector Vii Rohini - Delhi,DELHI,CBSE
Modern Public School B Block Shalimar Bagh - Delhi,DELHI,CBSE
Modern School Vasant Vihar Poorvi Marg - Delhi,DELHI,CBSE
Montfort School Ashok Vihar - Delhi,DELHI,CBSE
Mother Teresa Public School C-block Preet Vihar - Delhi,DELHI,CBSE
N C Jindal Public School Road No 73 Punjabi Bagh - Delhi,DELHI,CBSE
N D M C Navayug School I-avenue Sarojini Nagar - Delhi,DELHI,CBSE
N P Co-ed Senior Secondary School Moti Bagh-i - Delhi,DELHI,CBSE
N P Girls Model Secondary School Bapu Dham - Delhi,DELHI,CBSE
National Public School 7 Bela Road - Delhi,DELHI,CBSE
Nav Bharti Senior Secondary School Shree Nagar Colony - Delhi,DELHI,CBSE
Navin Bharti Public School Balbir Nagar - Delhi,DELHI,CBSE
Navjeevan Adarsh Public School Gali No. 8 Gautam Puri - Delhi,DELHI,CBSE
New Green Field Public School Alaknanda - Delhi,DELHI,CBSE
New Horizon School North Humayun Tomb (nizamuddin East) - Delhi,DELHI,CBSE
New State Academy Senior Secondary School Zone H-4 Pitam Pura - Delhi,DELHI,CBSE
Prabhu Dayal Public School Block-a - Delhi,DELHI,CBSE
Pragati Public School Sector Xiii Dwarka - Delhi,DELHI,CBSE
Preet Public Secondary School C-48 Lal Kothi Preet Vihar - Delhi,DELHI,CBSE
Rabea Girls Public School Qasimjan Street Ballimaran - Delhi,DELHI,CBSE
Rajdhani Public School Kureni Road Narela - Delhi,DELHI,CBSE
Ram Chandra Sanatan Dharam Modern Public School Sadh Nagar I Palam Colony - Delhi,DELHI,CBSE
Ramjas School Pusa Road - Delhi,DELHI,CBSE
Ravindra Public School Qd Block (near T V Tower) Pitampura - Delhi,DELHI,CBSE
Remal Public School Block-a Pocket-2 Rohini - Delhi,DELHI,CBSE
Rishabh Public School Pocket Iv - Delhi,DELHI,CBSE
Rukmani Devi Jaipuria Public School 23 Rajpur Road - Delhi,DELHI,CBSE
Ryan International School C-8 Vasant Kunj - Delhi,DELHI,CBSE
Sharada Mandir School,DELHI,CBSE
Swami Hariharanand Public School,DELHI,ICSE
The Frank Anthony Public School,DELHI,ICSE
A J I English School Parakkattu Kasaragod - Kerala,KERALA,CBSE
Airport School Calicut Airport Post Malappuram - Kerala,KERALA,CBSE
Al Ameen International Public School Edathala Aluva Ernakulam - Kerala,KERALA,CBSE
Al Ameen Public School Pathanapuram Po Kollam - Kerala,KERALA,CBSE
Al Ansar Eng Med Public School Mundamparamba Malappuram - Kerala,KERALA,CBSE
Al Huda Central School Malayil Malappuram - Kerala,KERALA,CBSE
Al Ihsan Eng School Vengara Ok Muri Po Malappuram - Kerala,KERALA,CBSE
Al Islah English School Kechery Thrissur - Kerala,KERALA,CBSE
Al Maquar Eng Medium School Nadukani Kannur - Kerala,KERALA,CBSE
Al-ameen Public School Edappally Cochin - Kerala,KERALA,CBSE
Al-farooque School Padapparamba Po Malappuram - Kerala,KERALA,CBSE
Aliya Arabic English School Post Paravanadukkam Kasaragod - Kerala,KERALA,CBSE
All Saints Public School Adoor Po Pathanamthitta - Kerala,KERALA,CBSE
Alphonsa Eng. Med. School Aruvithura Kottayam - Kerala,KERALA,CBSE
Alphonsa English Medium School Keezhpally Kannur - Kerala,KERALA,CBSE
Ambika English Medium School Palakunnu Kasargod - Kerala,KERALA,CBSE
Amrita Vidayalayam Orumanayur Thrissur - Kerala,KERALA,CBSE
Amrita Vidyalayam Amrita Nagar Kannur - Kerala,KERALA,CBSE
Amrita Vidyalayam Amrita Nagar Thiruvananthapuram - Kerala,KERALA,CBSE
Amrita Vidyalayam Loka Malleswaram Trichur - Kerala,KERALA,CBSE
Amrita Vidyalayam Peeliyad Cochin - Kerala,KERALA,CBSE
Amrita Vidyalayam Pookode Po Kannur - Kerala,KERALA,CBSE
Amrita Vidyalayam Trippakkudam Alappuzha - Kerala,KERALA,CBSE
Amrita Vidyalayam Venoli Road Palakkad - Kerala,KERALA,CBSE
Amrutha Public School Badagara Amrutha Giri Post Calicut - Kerala,KERALA,CBSE
Ansar English School Perumpilavu Thrissur - Kerala,KERALA,CBSE
Army School Burnacherry Post Cannanore - Kerala,KERALA,CBSE
Arvinda Vidyamandiram Anickad Po Kottayam - Kerala,KERALA,CBSE
Arya Central School Arya Kumar Ashram Trivandrum - Kerala,KERALA,CBSE
Azhar English Medium School Tirukad Malappuram - Kerala,KERALA,CBSE
B E S Bharathi Thirtha Vidyalayam Eng Med Higher Secondary School - Kerala,KERALA,CBSE
B M M English Medium School Pothenpuram P.o Kottayam - Kerala,KERALA,CBSE
Bappuji Eng Medium School Parli Palghat - Kerala,KERALA,CBSE
Believers Church Residential School Kuttapuzha Po Tiruvalla - Kerala,KERALA,CBSE
Bethsada Public School Vengola Perumbavoor Ernakulam - Kerala,KERALA,CBSE
Bharatiya Vidya Bhavan Senior Secondary School Kodunganoor P.o Trivandrum - Kerala,KERALA,CBSE
Bharatiya Vidya Bhavan's Vidya Mandir Thrissur - Kerala,KERALA,CBSE
Bharatiya Vidya Bhavans Vidya Mandir Sringapuram East Thrissur - Kerala,KERALA,CBSE
Bharatiya Vidya Bhawan Eng Medium School Thirunavaya Malayappuram - Kerala,KERALA,CBSE
Bhavan's Vidya Mandir Elamakkara Cochin - Kerala,KERALA,CBSE
Bhavans Adarsha Vidyalaya Kakkanad Ernakulam - Kerala,KERALA,CBSE
Bhavans Vidya Mandir Giri Nagar Cochin - Kerala,KERALA,CBSE
Bishop Pereira Memorial School Karamoodu Thonnakkal Thiruvananthapuram - Kerala,KERALA,CBSE
Blooming Buds Bethania English School Marathamcode Vellithuruthy Thrissur - Kerala,KERALA,CBSE
Bpm Model School Peretill Moongodu Po Thiruvananthapuram - Kerala,KERALA,CBSE
Bukhari English School Sa-ada Nagar Malappuram - Kerala,KERALA,CBSE
C K M N S S Senior Secondary School R B Road Trichur - Kerala,KERALA,CBSE
Cardinal Padiyara Public School Manimala Po Kottayam - Kerala,KERALA,CBSE
Carmel Central School Valappad Thrissur - Kerala,KERALA,CBSE
Carmel Convent Eng Med School Thadiyoor Palakunnu - Kerala,KERALA,CBSE
Carmel School Kallipadam Po Palakkad - Kerala,KERALA,CBSE
Carmelagiri Public School Koradakad Idukki - Kerala,KERALA,CBSE
Chavara Pub.school Pala P.o. Kottayam - Kerala,KERALA,CBSE
Cherpalcheri Eng. Med Central School Cherpalcheri Post Palakkad - Kerala,KERALA,CBSE
Chinmaya Vidyalaya Cannanore - Kerala,KERALA,CBSE
Chinmaya Vidyalaya Chengannur P O Alpuzha - Kerala,KERALA,CBSE
Chinmaya Vidyalaya Chinmaya Gardens Thrissur - Kerala,KERALA,CBSE
Chinmaya Vidyalaya Illickal Kottayam - Kerala,KERALA,CBSE
Chinmaya Vidyalaya Layam Road Ernakulam - Kerala,KERALA,CBSE
Chinmaya Vidyalaya Manacaud - Attukal Thiruvananthapuram - Kerala,KERALA,CBSE
Chinmaya Vidyalaya Pallavur P.o Palghat - Kerala,KERALA,CBSE
Chinmaya Vidyalaya Payyannur Kannur - Kerala,KERALA,CBSE
Chinmaya Vidyalaya Vettekkode Po Manjeri - Kerala,KERALA,CBSE
Chinmaya Vidyalaya Vidya Nagar Kasaragod - Kerala,KERALA,CBSE
Christ Nagar Public School Chavarapuram Trivananathapuram - Kerala,KERALA,CBSE
Christva Mahilalayam Public School Thottumugham Po Ernakulam - Kerala,KERALA,CBSE
Crescent Central School Panangode Po Thiruvananthapuram - Kerala,KERALA,CBSE
Crescent Public School Mannacherry Po Alappuzha - Kerala,KERALA,CBSE
Cross Land Public School Mavelikkara Alappuzha - Kerala,KERALA,CBSE
Darul Aman English Medium School Kalladikode Palakkad - Kerala,KERALA,CBSE
Darul Falah English School Poopalam Malappuram - Kerala,KERALA,CBSE
Dayapuram Residential School R.e.college P.o Kozhikode - Kerala,KERALA,CBSE
De Paul Public School Thodupuzha East P O Iddukki - Kerala,KERALA,CBSE
Divine Public School Puthoor Po Kollam - Kerala,KERALA,CBSE
Eden Public School Vazhoor Kottayam - Kerala,KERALA,CBSE
Essa English School Rajiv Nagar Kasaragod - Kerala,KERALA,CBSE
Fatimagiri Eng School Nilambur R S Po Malapuram - Kerala,KERALA,CBSE
